,era-id,longitude,latitude,elevation,start-date,end-date,cleaned,time_cleaned,network,pr_15min_nobs,tas_nobs,tdps_nobs,tdps_derived_nobs,ps_nobs,psl_nobs,ps_altimeter_nobs,pr_nobs,pr_5min_nobs,pr_1h_nobs,pr_24h_nobs,pr_localmid_nobs,hurs_nobs,sfcwind_nobs,sfcwind_dir_nobs,rsds_nobs,total_nobs
4973,CWOP_D4312,-118.25883,34.24533,2031.0,2010-01-20 00:00:00+00:00,2023-03-08 22:21:00+00:00,Y,2023-06-22 13:05:55+00:00,CWOP,,1184045.0,0.0,1180772.0,0.0,0.0,1184103.0,24.0,0.0,0.0,1076892.0,687012.0,1180772.0,1184044.0,681797.0,21.0,1184105.0
4974,CWOP_D4314,-120.95967,38.5955,1204.0,2010-01-20 00:00:00+00:00,2015-11-29 16:03:00+00:00,Y,2023-06-22 13:09:05+00:00,CWOP,,406376.0,0.0,406376.0,1.0,0.0,406377.0,24.0,0.0,0.0,387094.0,35564.0,406376.0,406376.0,293772.0,21.0,406414.0
4975,CWOP_D4315,-122.69522,38.44646,190.0,2010-01-20 00:00:00+00:00,2013-11-29 19:51:00+00:00,Y,2023-06-22 13:10:21+00:00,CWOP,,288405.0,0.0,288404.0,0.0,0.0,288404.0,0.0,0.0,0.0,269569.0,0.0,288404.0,288405.0,288405.0,114239.0,288406.0
4976,CWOP_D4317,-105.04383,39.69217,5450.0,2010-01-27 00:00:00+00:00,2010-02-11 23:47:00+00:00,Y,2023-06-22 13:11:05+00:00,CWOP,,2113.0,0.0,2113.0,0.0,0.0,2113.0,0.0,0.0,0.0,2113.0,0.0,2113.0,2113.0,2113.0,0.0,2113.0
4977,CWOP_D4322,-118.41267,46.0475,746.0,2010-01-20 00:00:00+00:00,2014-12-30 23:58:00+00:00,Y,2023-06-22 13:11:17+00:00,CWOP,,302010.0,0.0,302010.0,0.0,0.0,302010.0,0.0,0.0,0.0,302010.0,0.0,302010.0,302010.0,296447.0,0.0,302010.0
4978,CWOP_D4325,-121.46667,38.4,46.0,2010-01-20 00:00:00+00:00,2015-03-25 17:08:00+00:00,Y,2023-06-22 13:12:06+00:00,CWOP,,208209.0,0.0,208209.0,0.0,0.0,208108.0,0.0,0.0,0.0,38957.0,0.0,208209.0,208334.0,200520.0,0.0,208334.0
4979,CWOP_D4331,-117.1,32.4,298.0,2010-01-20 00:00:00+00:00,2022-02-26 19:15:00+00:00,Y,2023-06-22 13:12:47+00:00,CWOP,,355191.0,0.0,354977.0,0.0,0.0,355129.0,8.0,0.0,0.0,250566.0,222803.0,354979.0,350121.0,217575.0,73.0,355657.0
4980,CWOP_D4339,-118.54529,34.29735,1634.0,2010-01-20 00:00:00+00:00,2022-10-16 03:26:00+00:00,Y,2023-06-22 13:14:25+00:00,CWOP,,931625.0,0.0,931582.0,0.0,0.0,935160.0,24.0,0.0,0.0,935162.0,462764.0,931584.0,931084.0,767942.0,21.0,935693.0
4981,CWOP_D4342,-124.17545,41.80719,33.0,2010-01-21 00:00:00+00:00,2016-03-13 16:40:00+00:00,Y,2023-06-22 13:16:33+00:00,CWOP,,169758.0,0.0,169758.0,0.0,0.0,171663.0,0.0,0.0,0.0,19098.0,11751.0,171436.0,144955.0,131252.0,49655.0,171917.0
4982,CWOP_D4346,-117.672,35.621,2315.0,2010-08-11 00:00:00+00:00,2019-08-31 23:57:00+00:00,Y,2023-06-22 02:34:24+00:00,CWOP,,550932.0,0.0,550932.0,0.0,0.0,101242.0,15.0,0.0,0.0,407740.0,193045.0,550955.0,550891.0,518525.0,15.0,550956.0
4983,CWOP_D4347,-123.09661,49.34171,358.0,2010-01-27 00:00:00+00:00,2015-11-14 13:44:00+00:00,Y,2023-06-22 13:17:04+00:00,CWOP,,154466.0,0.0,154219.0,1.0,0.0,154023.0,0.0,0.0,0.0,154181.0,13612.0,154219.0,154436.0,134642.0,22.0,154602.0
4984,CWOP_D4348,-112.05817,34.73783,3731.0,2010-01-27 00:00:00+00:00,2023-03-08 22:17:00+00:00,Y,2023-06-22 13:18:01+00:00,CWOP,,526638.0,0.0,526638.0,0.0,0.0,526638.0,9.0,0.0,0.0,526638.0,304934.0,526638.0,526633.0,416607.0,8.0,526638.0
4985,CWOP_D4349,-108.52867,43.08117,5407.0,2010-01-27 00:00:00+00:00,2015-04-01 13:15:00+00:00,Y,2023-06-22 13:19:05+00:00,CWOP,,184618.0,0.0,184617.0,0.0,0.0,184622.0,0.0,0.0,0.0,31334.0,0.0,184618.0,184618.0,171973.0,90890.0,184636.0
4986,CWOP_D4353,-106.4835,35.31833,5489.0,2010-01-27 00:00:00+00:00,2021-04-30 04:28:00+00:00,Y,2023-06-22 13:19:57+00:00,CWOP,,461772.0,0.0,459369.0,0.0,0.0,447908.0,12.0,0.0,0.0,455527.0,248620.0,459369.0,461758.0,434743.0,405299.0,461772.0
4987,CWOP_D4355,-124.05721,44.64846,165.0,2010-04-01 00:00:00+00:00,2021-04-16 23:16:00+00:00,Y,2023-06-22 13:21:55+00:00,CWOP,,1150629.0,0.0,1150625.0,0.0,0.0,1155863.0,0.0,0.0,0.0,5736.0,642373.0,1150625.0,1152421.0,1020057.0,21.0,1155913.0
4988,CWOP_D4359,-115.68017,43.1345,3280.0,2010-01-27 00:00:00+00:00,2012-01-20 20:39:00+00:00,Y,2023-06-22 13:24:19+00:00,CWOP,,38059.0,0.0,38059.0,0.0,0.0,70254.0,0.0,0.0,0.0,0.0,0.0,70393.0,37905.0,37905.0,0.0,70393.0
4989,CWOP_D4360,-122.62033,45.49567,175.0,2010-01-27 00:00:00+00:00,2022-10-30 04:34:00+00:00,Y,2023-06-22 13:24:51+00:00,CWOP,,467866.0,0.0,467866.0,0.0,0.0,469086.0,0.0,0.0,0.0,47215.0,252932.0,467866.0,469086.0,248085.0,5.0,469086.0
4990,CWOP_D4365,-116.82133,32.45833,558.0,2010-01-27 00:00:00+00:00,2015-05-15 20:50:00+00:00,Y,2023-06-22 13:26:00+00:00,CWOP,,226052.0,0.0,226031.0,0.0,0.0,226479.0,0.0,0.0,0.0,33.0,0.0,226035.0,226065.0,211164.0,43796.0,226489.0
4991,CWOP_D4366,-105.47633,40.77083,7890.0,2010-01-27 00:00:00+00:00,2023-03-08 22:19:00+00:00,Y,2023-06-22 13:27:04+00:00,CWOP,,909863.0,0.0,909863.0,0.0,0.0,767040.0,24.0,0.0,0.0,811458.0,528896.0,909863.0,909822.0,725887.0,21.0,913510.0
4992,CWOP_D4368,-105.57608,36.35504,7174.0,2010-09-09 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 13:29:37+00:00,CWOP,,467275.0,0.0,467268.0,0.0,0.0,467278.0,0.0,0.0,0.0,467315.0,384004.0,467268.0,467275.0,434824.0,0.0,467356.0
4993,CWOP_D4381,-105.47073,39.84407,9131.0,2010-03-10 00:00:00+00:00,2023-03-08 22:21:00+00:00,Y,2023-06-22 13:31:24+00:00,CWOP,,934466.0,0.0,934466.0,0.0,0.0,934219.0,18.0,0.0,0.0,801836.0,0.0,934466.0,934454.0,566591.0,796988.0,934466.0
4994,CWOP_D4390,-118.54785,34.43755,1250.0,2010-02-02 00:00:00+00:00,2023-03-08 22:13:00+00:00,Y,2023-06-22 13:34:24+00:00,CWOP,,475466.0,0.0,475466.0,0.0,0.0,475466.0,0.0,0.0,0.0,44537.0,254717.0,475466.0,475466.0,257859.0,6.0,475466.0
4995,CWOP_D4394,-115.19817,35.97,2461.0,2010-02-02 00:00:00+00:00,2023-03-08 22:00:00+00:00,Y,2023-06-22 13:35:54+00:00,CWOP,,392374.0,0.0,392372.0,0.0,0.0,393191.0,8.0,0.0,0.0,377503.0,215301.0,392373.0,392709.0,280834.0,327374.0,393396.0
4996,CWOP_D4405,-118.43343,34.3266,1549.0,2010-02-03 00:00:00+00:00,2012-09-24 00:13:00+00:00,Y,2023-06-22 13:37:14+00:00,CWOP,,68532.0,0.0,68532.0,0.0,0.0,67093.0,0.0,0.0,0.0,67097.0,0.0,68532.0,67098.0,67098.0,0.0,68532.0
4997,CWOP_D4408,-103.29801,44.09477,3497.0,2010-02-03 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 13:37:46+00:00,CWOP,,416192.0,0.0,416191.0,0.0,0.0,417378.0,0.0,0.0,0.0,371090.0,239883.0,416191.0,416192.0,182830.0,348011.0,417437.0
4998,CWOP_D4412,-121.74583,36.92083,36.0,2010-02-06 00:00:00+00:00,2010-09-26 01:33:00+00:00,Y,2023-06-22 13:38:57+00:00,CWOP,,53.0,0.0,53.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,53.0,33.0,33.0,0.0,53.0
4999,CWOP_D4414,-117.20033,33.06236,430.0,2010-02-04 00:00:00+00:00,2020-02-12 08:33:00+00:00,Y,2023-06-22 13:39:16+00:00,CWOP,,464310.0,0.0,464302.0,0.0,0.0,470478.0,0.0,0.0,0.0,245634.0,312934.0,464302.0,464209.0,303513.0,0.0,470484.0
5000,CWOP_D4415,-119.03417,34.24467,324.0,2010-02-03 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 13:40:37+00:00,CWOP,,176347.0,0.0,176347.0,0.0,0.0,176339.0,0.0,0.0,0.0,176347.0,118670.0,176347.0,176347.0,131620.0,0.0,176347.0
5001,CWOP_D4420,-117.1,33.1,820.0,2010-02-03 00:00:00+00:00,2010-12-01 21:36:00+00:00,Y,2023-06-22 13:40:59+00:00,CWOP,,22781.0,0.0,22781.0,0.0,0.0,22370.0,0.0,0.0,0.0,22725.0,0.0,22781.0,22747.0,22747.0,0.0,22781.0
5002,CWOP_D4426,-119.75997,39.12798,4728.0,2010-02-03 00:00:00+00:00,2017-02-28 21:12:00+00:00,Y,2023-06-22 13:41:21+00:00,CWOP,,518425.0,0.0,518425.0,0.0,0.0,518372.0,24.0,0.0,0.0,235667.0,156186.0,518425.0,518159.0,444472.0,21.0,518425.0
5003,CWOP_D4430,-120.18367,34.6105,363.0,2010-02-03 00:00:00+00:00,2010-10-10 13:40:00+00:00,Y,2023-06-22 13:42:28+00:00,CWOP,,7658.0,0.0,7658.0,0.0,0.0,7658.0,0.0,0.0,0.0,7658.0,0.0,7658.0,7658.0,7658.0,0.0,7658.0
5004,CWOP_D4438,-117.3,33.9,1726.0,2010-02-03 00:00:00+00:00,2023-03-08 22:20:00+00:00,Y,2023-06-22 13:43:00+00:00,CWOP,,742410.0,0.0,742407.0,0.0,0.0,741752.0,8.0,0.0,0.0,742667.0,578642.0,742407.0,742346.0,416427.0,7.0,742815.0
5005,CWOP_D4442,-123.215,45.205,171.0,2010-02-04 00:00:00+00:00,2011-10-30 00:40:00+00:00,Y,2023-06-22 13:44:36+00:00,CWOP,,47950.0,0.0,47950.0,0.0,0.0,47950.0,0.0,0.0,0.0,47950.0,0.0,47950.0,47950.0,47950.0,0.0,47950.0
5006,CWOP_D4448,-105.04408,40.06377,5084.0,2010-02-03 00:00:00+00:00,2023-03-08 22:21:00+00:00,Y,2023-06-22 13:45:20+00:00,CWOP,,862061.0,0.0,852888.0,0.0,0.0,852703.0,22.0,0.0,0.0,857551.0,518141.0,852888.0,626409.0,408908.0,109240.0,862061.0
5007,CWOP_D4452,-119.84333,39.48117,5005.0,2010-02-03 00:00:00+00:00,2014-08-31 23:52:00+00:00,Y,2023-06-22 13:47:51+00:00,CWOP,,242868.0,0.0,242868.0,0.0,0.0,242868.0,0.0,0.0,0.0,242868.0,0.0,242868.0,242868.0,230986.0,0.0,242868.0
5008,CWOP_D4453,-122.39827,45.99642,463.0,2010-02-18 00:00:00+00:00,2021-01-11 16:46:00+00:00,Y,2023-06-22 13:48:31+00:00,CWOP,,355612.0,0.0,355612.0,0.0,0.0,355771.0,1.0,0.0,0.0,355101.0,183611.0,355612.0,355612.0,222991.0,7.0,355854.0
5009,CWOP_D4456,-116.85083,33.07083,1683.0,2010-02-03 00:00:00+00:00,2012-11-15 03:34:00+00:00,Y,2023-06-22 13:49:22+00:00,CWOP,,125276.0,0.0,125276.0,0.0,0.0,125276.0,0.0,0.0,0.0,125276.0,0.0,125276.0,125276.0,125276.0,0.0,125276.0
5010,CWOP_D4460,-122.53367,37.92567,197.0,2010-02-03 00:00:00+00:00,2012-03-18 22:51:00+00:00,Y,2023-06-22 13:49:43+00:00,CWOP,,87856.0,0.0,87856.0,0.0,0.0,87856.0,0.0,0.0,0.0,87856.0,0.0,87856.0,87856.0,87856.0,0.0,87856.0
5011,CWOP_D4464,-120.98033,38.69017,1367.0,2010-02-12 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 13:50:15+00:00,CWOP,,459548.0,0.0,459541.0,0.0,0.0,458910.0,8.0,0.0,0.0,461371.0,296748.0,459541.0,459549.0,256575.0,7.0,461528.0
5012,CWOP_D4465,-118.12417,33.82667,66.0,2010-02-10 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 13:51:36+00:00,CWOP,,351738.0,0.0,351517.0,0.0,0.0,351913.0,0.0,0.0,0.0,100448.0,174817.0,351517.0,350915.0,222329.0,7.0,351921.0
5013,CWOP_D4471,-106.92429,37.85104,8845.0,2010-02-10 00:00:00+00:00,2015-08-06 19:45:00+00:00,Y,2023-06-22 13:52:33+00:00,CWOP,,277895.0,0.0,277895.0,0.0,0.0,278039.0,24.0,0.0,0.0,134789.0,4527.0,277895.0,271380.0,201285.0,80803.0,278039.0
5014,CWOP_D4486,-121.971,37.159,873.0,2010-02-10 00:00:00+00:00,2013-01-11 01:12:00+00:00,Y,2023-06-22 13:53:15+00:00,CWOP,,41133.0,0.0,41133.0,0.0,0.0,68166.0,0.0,0.0,0.0,2.0,0.0,41133.0,41133.0,41133.0,0.0,68166.0
5015,CWOP_D4490,-122.237,47.63883,98.0,2010-02-11 00:00:00+00:00,2023-03-08 22:20:00+00:00,Y,2023-06-22 13:53:59+00:00,CWOP,,771335.0,0.0,771335.0,0.0,0.0,771399.0,0.0,0.0,0.0,496926.0,536855.0,771335.0,771332.0,224174.0,11.0,771467.0
5016,CWOP_D4492,-122.05642,37.71577,429.0,2010-02-10 00:00:00+00:00,2019-04-26 16:30:00+00:00,Y,2023-06-22 13:55:45+00:00,CWOP,,176123.0,0.0,176079.0,0.0,0.0,177376.0,0.0,0.0,0.0,82683.0,59931.0,176080.0,176119.0,125974.0,84824.0,177390.0
5017,CWOP_D4493,-118.70348,34.297,1171.0,2010-02-11 00:00:00+00:00,2016-04-07 21:24:00+00:00,Y,2023-06-22 13:56:12+00:00,CWOP,,43984.0,0.0,43984.0,0.0,0.0,43984.0,0.0,0.0,0.0,37797.0,9345.0,43984.0,43984.0,38312.0,0.0,43984.0
5018,CWOP_D4498,-118.42749,34.42681,1617.0,2010-02-18 00:00:00+00:00,2011-11-14 13:08:00+00:00,Y,2023-06-22 13:56:24+00:00,CWOP,,78719.0,0.0,78719.0,0.0,0.0,78751.0,0.0,0.0,0.0,62084.0,0.0,78719.0,78717.0,78717.0,0.0,78751.0
5019,CWOP_D4501,-114.66617,32.71133,131.0,2010-02-10 00:00:00+00:00,2012-07-14 18:04:00+00:00,Y,2023-06-22 13:56:46+00:00,CWOP,,232100.0,0.0,232100.0,0.0,0.0,232100.0,0.0,0.0,0.0,0.0,0.0,232100.0,232100.0,232100.0,0.0,232100.0
5020,CWOP_D4515,-113.9095,35.56,2933.0,2010-02-22 00:00:00+00:00,2023-03-08 22:20:00+00:00,Y,2023-06-22 13:57:30+00:00,CWOP,,465148.0,0.0,465148.0,0.0,0.0,465296.0,0.0,0.0,0.0,19833.0,348854.0,465148.0,465148.0,444441.0,409731.0,465837.0
5021,CWOP_D4522,-104.95086,39.90466,5262.0,2010-02-25 00:00:00+00:00,2022-01-12 20:31:00+00:00,Y,2023-06-22 13:59:13+00:00,CWOP,,596103.0,0.0,596079.0,0.0,0.0,604517.0,8.0,0.0,0.0,579550.0,400204.0,596080.0,574185.0,363164.0,7.0,605722.0
5022,CWOP_D4524,-104.7419,38.98011,7089.0,2010-02-18 00:00:00+00:00,2023-03-08 22:19:00+00:00,Y,2023-06-22 14:01:18+00:00,CWOP,,645843.0,0.0,645838.0,0.0,0.0,645838.0,13.0,0.0,0.0,645568.0,391837.0,645838.0,644748.0,469693.0,152335.0,645843.0
5023,CWOP_D4531,-120.47009,34.712,384.0,2010-02-25 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 14:03:24+00:00,CWOP,,365591.0,0.0,365503.0,0.0,0.0,416055.0,7.0,0.0,0.0,419325.0,243088.0,365504.0,365548.0,298181.0,7.0,419514.0
5024,CWOP_D4535,-123.963,45.89267,23.0,2010-03-06 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 14:04:31+00:00,CWOP,,390331.0,0.0,383119.0,0.0,0.0,400538.0,8.0,0.0,0.0,400366.0,243030.0,383140.0,390608.0,306020.0,7.0,400572.0
5025,CWOP_D4536,-110.76141,32.29686,2766.0,2012-03-21 00:00:00+00:00,2023-03-08 22:20:00+00:00,Y,2023-06-22 14:06:36+00:00,CWOP,,1035204.0,0.0,1035204.0,1.0,0.0,1035212.0,25.0,1.0,0.0,1035190.0,736630.0,1035204.0,1035058.0,679369.0,1008199.0,1035213.0
5026,CWOP_D4543,-117.13983,34.2055,5797.0,2010-02-25 00:00:00+00:00,2010-04-12 18:40:00+00:00,Y,2023-06-22 14:09:53+00:00,CWOP,,3611.0,0.0,3611.0,0.0,0.0,3611.0,0.0,0.0,0.0,3141.0,0.0,3611.0,3611.0,3611.0,0.0,3611.0
5027,CWOP_D4550,-113.90471,46.88271,3293.0,2010-02-25 00:00:00+00:00,2016-01-17 06:30:00+00:00,Y,2023-06-22 14:10:07+00:00,CWOP,,321938.0,0.0,321865.0,0.0,0.0,321937.0,24.0,0.0,1.0,317223.0,49566.0,321865.0,321870.0,244829.0,22.0,321939.0
5028,CWOP_D4592,-108.72617,39.183,4567.0,2010-03-04 00:00:00+00:00,2010-03-11 02:15:00+00:00,Y,2023-06-22 14:10:47+00:00,CWOP,,523.0,0.0,523.0,0.0,0.0,517.0,0.0,0.0,0.0,520.0,0.0,523.0,523.0,523.0,0.0,523.0
5029,CWOP_D4623,-122.89917,38.43333,285.0,2010-03-03 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 14:11:09+00:00,CWOP,,415651.0,0.0,415646.0,0.0,0.0,418069.0,8.0,0.0,0.0,392586.0,240703.0,415647.0,416524.0,203342.0,352327.0,418123.0
5030,CWOP_D4624,-108.97322,33.12168,5253.0,2010-03-10 00:00:00+00:00,2017-02-07 02:39:00+00:00,Y,2023-06-22 14:12:28+00:00,CWOP,,354176.0,0.0,354176.0,0.0,0.0,354189.0,14.0,0.0,0.0,319155.0,82337.0,354189.0,347011.0,257187.0,252278.0,354189.0
5031,CWOP_D4626,-111.8325,33.34917,1216.0,2010-03-03 00:00:00+00:00,2015-02-13 19:27:00+00:00,Y,2023-06-22 14:13:22+00:00,CWOP,,378554.0,0.0,378554.0,0.0,0.0,378553.0,0.0,0.0,0.0,0.0,0.0,378554.0,378403.0,348521.0,0.0,378554.0
5032,CWOP_D4632,-121.345,38.58617,55.0,2010-03-03 00:00:00+00:00,2017-07-01 04:31:00+00:00,Y,2023-06-22 14:14:02+00:00,CWOP,,221389.0,0.0,221388.0,0.0,0.0,221404.0,0.0,0.0,0.0,1558.0,61890.0,221388.0,221391.0,140046.0,0.0,221406.0
5033,CWOP_D4637,-121.9676,36.56951,92.0,2010-04-28 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 14:14:53+00:00,CWOP,,263927.0,0.0,263892.0,0.0,0.0,380524.0,8.0,0.0,0.0,281831.0,183959.0,263979.0,371731.0,249642.0,296320.0,380556.0
5034,CWOP_D4647,-111.9962,33.62835,1444.0,2010-03-03 00:00:00+00:00,2013-07-27 01:28:00+00:00,Y,2023-06-22 14:16:06+00:00,CWOP,,178492.0,0.0,165878.0,0.0,0.0,178459.0,0.0,0.0,0.0,178422.0,0.0,165878.0,178421.0,178421.0,0.0,178493.0
5035,CWOP_D4650,-111.7205,33.367,1296.0,2010-03-03 00:00:00+00:00,2018-09-26 20:14:00+00:00,Y,2023-06-22 14:16:38+00:00,CWOP,,284007.0,0.0,284006.0,0.0,0.0,284506.0,8.0,0.0,0.0,284281.0,106715.0,284437.0,284438.0,162259.0,7.0,284517.0
5036,CWOP_D4652,-124.07783,40.03333,51.0,2010-03-11 00:00:00+00:00,2016-08-12 23:00:00+00:00,Y,2023-06-22 14:17:36+00:00,CWOP,,525813.0,0.0,525813.0,0.0,0.0,525813.0,0.0,0.0,0.0,491970.0,290301.0,525813.0,525813.0,357959.0,0.0,525814.0
5037,CWOP_D4656,-117.237,47.125,2500.0,2010-03-10 00:00:00+00:00,2012-07-18 15:47:00+00:00,Y,2023-06-22 14:18:42+00:00,CWOP,,5390.0,0.0,5390.0,0.0,0.0,5390.0,0.0,0.0,0.0,4582.0,0.0,5390.0,5390.0,5390.0,0.0,5390.0
5038,CWOP_D4664,-111.5898,40.76838,6600.0,2010-03-10 00:00:00+00:00,2015-11-13 03:40:00+00:00,Y,2023-06-22 14:18:51+00:00,CWOP,,171255.0,0.0,170972.0,0.0,0.0,170975.0,0.0,0.0,0.0,174450.0,0.0,170972.0,171255.0,117093.0,0.0,174451.0
5039,CWOP_D4674,-118.43883,33.99317,35.0,2010-05-12 00:00:00+00:00,2023-03-08 22:20:00+00:00,Y,2023-06-22 14:19:46+00:00,CWOP,,599313.0,0.0,599309.0,0.0,0.0,599436.0,8.0,0.0,0.0,599200.0,427912.0,599309.0,599312.0,488422.0,449416.0,599457.0
5040,CWOP_D4679,-117.09167,32.92894,738.0,2010-03-10 00:00:00+00:00,2023-03-08 22:17:00+00:00,Y,2023-06-22 14:21:31+00:00,CWOP,,677002.0,0.0,677002.0,0.0,0.0,676400.0,0.0,0.0,0.0,677000.0,454934.0,677002.0,676480.0,425483.0,309872.0,677058.0
5041,CWOP_D4680,-110.23083,31.45649,4606.0,2010-03-10 00:00:00+00:00,2019-08-11 16:13:00+00:00,Y,2023-06-22 14:23:22+00:00,CWOP,,286818.0,0.0,286562.0,0.0,0.0,286817.0,0.0,0.0,0.0,278623.0,126861.0,286562.0,286818.0,226584.0,51735.0,286819.0
5042,CWOP_D4686,-122.2314,37.8611,1093.0,2010-04-28 00:00:00+00:00,2016-10-26 18:53:00+00:00,Y,2023-06-22 14:24:15+00:00,CWOP,,108975.0,0.0,108975.0,0.0,0.0,108972.0,0.0,0.0,0.0,108975.0,8491.0,108975.0,108975.0,97859.0,4.0,108975.0
5043,CWOP_D4688,-122.30063,37.96272,187.0,2010-03-11 00:00:00+00:00,2023-03-08 14:25:00+00:00,Y,2023-06-22 14:24:56+00:00,CWOP,,488898.0,0.0,488887.0,0.0,0.0,495354.0,0.0,0.0,0.0,495976.0,241998.0,488887.0,488898.0,346021.0,85367.0,495985.0
5044,CWOP_D4689,-114.35167,43.69717,6000.0,2010-03-10 00:00:00+00:00,2017-07-27 17:57:00+00:00,Y,2023-06-22 14:26:28+00:00,CWOP,,242984.0,0.0,242981.0,0.0,0.0,244867.0,8.0,0.0,0.0,245503.0,68052.0,242981.0,242986.0,120576.0,7.0,245503.0
5045,CWOP_D4695,-118.32953,33.72664,358.0,2010-03-18 00:00:00+00:00,2015-05-04 20:23:00+00:00,Y,2023-06-22 14:27:09+00:00,CWOP,,193367.0,0.0,193335.0,0.0,0.0,193450.0,0.0,0.0,0.0,147121.0,0.0,193336.0,193068.0,187338.0,0.0,193450.0
5046,CWOP_D4698,-118.30176,46.29485,1049.0,2010-03-17 00:00:00+00:00,2023-03-08 22:17:00+00:00,Y,2023-06-22 14:28:08+00:00,CWOP,,594933.0,0.0,594929.0,0.0,0.0,595021.0,12.0,0.0,0.0,581035.0,360709.0,595022.0,595007.0,272437.0,507605.0,595029.0
5047,CWOP_D4702,-122.37861,45.47546,498.0,2010-03-17 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 14:29:41+00:00,CWOP,,364451.0,0.0,364451.0,0.0,0.0,364414.0,0.0,0.0,0.0,211040.0,193217.0,364451.0,364442.0,128761.0,6.0,364460.0
5048,CWOP_D4729,-117.11773,34.87978,2247.0,2010-03-17 00:00:00+00:00,2013-02-02 00:39:00+00:00,Y,2023-06-22 14:30:36+00:00,CWOP,,138801.0,0.0,138801.0,0.0,0.0,138801.0,0.0,0.0,0.0,92495.0,0.0,138801.0,138913.0,138913.0,0.0,138914.0
5049,CWOP_D4735,-121.72717,37.693,443.0,2010-03-17 00:00:00+00:00,2010-10-16 01:58:00+00:00,Y,2023-06-22 14:31:01+00:00,CWOP,,44348.0,0.0,44348.0,0.0,0.0,2179.0,0.0,0.0,0.0,2585.0,0.0,44348.0,2587.0,2587.0,0.0,44348.0
5050,CWOP_D4737,-111.09402,34.32262,5308.0,2010-03-24 00:00:00+00:00,2015-08-19 06:43:00+00:00,Y,2023-06-22 14:31:15+00:00,CWOP,,133797.0,0.0,133794.0,0.0,0.0,133803.0,0.0,0.0,0.0,57986.0,821.0,133794.0,90054.0,86669.0,0.0,133810.0
5051,CWOP_D4738,-122.02355,37.043,574.0,2010-03-21 00:00:00+00:00,2023-03-08 22:00:00+00:00,Y,2023-06-22 14:31:52+00:00,CWOP,,330180.0,0.0,330179.0,0.0,0.0,330118.0,4.0,0.0,0.0,330256.0,122323.0,330182.0,327429.0,232006.0,3168.0,330256.0
5052,CWOP_D4740,-104.83351,39.11114,7405.0,2010-03-17 00:00:00+00:00,2017-07-09 14:20:00+00:00,Y,2023-06-22 14:33:02+00:00,CWOP,,468909.0,0.0,468909.0,0.0,0.0,468909.0,24.0,0.0,0.0,468909.0,196123.0,468909.0,467684.0,376116.0,21.0,468909.0
5053,CWOP_D4742,-121.91558,37.47838,115.0,2010-03-17 00:00:00+00:00,2013-04-01 19:12:00+00:00,Y,2023-06-22 14:34:07+00:00,CWOP,,112730.0,0.0,112730.0,0.0,0.0,112730.0,0.0,0.0,0.0,96071.0,0.0,112730.0,112730.0,112730.0,0.0,112730.0
5054,CWOP_D4764,-104.78583,39.10183,7349.0,2010-03-24 00:00:00+00:00,2023-01-15 15:46:00+00:00,Y,2023-06-22 14:34:37+00:00,CWOP,,314092.0,0.0,314091.0,0.0,0.0,316054.0,0.0,0.0,0.0,315934.0,178284.0,314091.0,314094.0,281368.0,1.0,316122.0
5055,CWOP_D4765,-108.87462,34.23861,7228.0,2010-03-24 00:00:00+00:00,2021-12-18 20:31:00+00:00,Y,2023-06-22 14:35:41+00:00,CWOP,,392286.0,0.0,392276.0,0.0,0.0,392338.0,8.0,0.0,0.0,392374.0,217921.0,392278.0,392290.0,362484.0,326935.0,392374.0
5056,CWOP_D4776,-110.9805,48.69617,3355.0,2010-03-24 00:00:00+00:00,2023-03-08 22:13:00+00:00,Y,2023-06-22 14:36:59+00:00,CWOP,,330749.0,0.0,330674.0,0.0,0.0,331436.0,8.0,0.0,0.0,331603.0,195943.0,330674.0,329188.0,255808.0,313896.0,332194.0
5057,CWOP_D4779,-110.84383,48.33467,2963.0,2010-03-27 00:00:00+00:00,2023-03-08 22:15:00+00:00,Y,2023-06-22 14:38:19+00:00,CWOP,,327804.0,0.0,327656.0,0.0,0.0,329313.0,12.0,0.0,0.0,277224.0,227469.0,327667.0,327308.0,204393.0,24778.0,329313.0
5058,CWOP_D4784,-123.15631,47.36429,10.0,2010-03-24 00:00:00+00:00,2023-03-08 22:18:00+00:00,Y,2023-06-22 14:39:48+00:00,CWOP,,1152351.0,0.0,1113199.0,0.0,0.0,1152349.0,24.0,0.0,0.0,1113896.0,736944.0,1113199.0,1152351.0,756417.0,21.0,1152352.0
